Cluster,Size,Avg_Age,Avg_CreditScore,Avg_Balance,Avg_Tenure,Avg_NumOfProducts,Avg_IsActiveMember,Churn_Rate
0,3231,35.58421231816775,648.6530485917673,786.326437635407,5.11668214175178,1.818941504178273,0.49798823893531413,9.749303621169917
1,1304,58.622699386503065,650.2753067484663,77507.975,4.8934049079754605,1.289877300613497,0.6372699386503068,45.62883435582822
2,3471,35.78549121290694,650.6099106885624,121033.2994295592,4.974647075770672,1.0,0.49207721117833475,20.570440795159897
3,1996,36.90931863727455,653.7214428857716,120915.08443887776,4.9874749498997994,2.1417835671342687,0.5025050100200401,20.741482965931866
